market,market_cn,product,contract,start_day,start_tdate,start_bt,end_day,end_tdate,end_bt,n_files,n_bars,n_bars_with_vol,sum_vol,seed_vol,seed_vwap,prev_close,next_open,contract_day_vol,vol_share,合约地位
XDCE,大商所,M,M2007,20190918,20190917,21:01,20190918,20190917,21:30,1,30,2,10,9,2783.0,2783.0,2772.0,56,8.200454246590588e-05,清淡(<1%)
XDCE,大商所,A,A2009,20190919,20190918,21:03,20190919,20190918,21:10,1,8,2,4,2,3700.5,3698.0,0.0,40,0.0006599679915524098,清淡(<1%)
XDCE,大商所,B,B2005,20190923,20190920,21:05,20190923,20190920,21:23,1,19,2,2,1,3165.0,3163.0,0.0,326,0.005533207732912402,清淡(<1%)
XDCE,大商所,CS,CS2009,20190923,20190923,09:31,20190923,20190923,15:00,1,195,2,5,4,2365.0,2364.0,,5,7.001134183737765e-05,清淡(<1%)
XDCE,大商所,M,M2007,20190923,20190920,21:04,20190923,20190920,21:15,1,12,1,2,2,2771.0,2771.0,0.0,47,4.9195805586550076e-05,清淡(<1%)
XDCE,大商所,M,M2007,20190924,20190923,21:16,20190924,20190924,09:08,1,113,2,3,1,2772.0,2769.0,0.0,33,4.418173420000937e-05,清淡(<1%)
XDCE,大商所,V,V2009,20190924,20190923,21:01,20190924,20190923,21:07,1,7,1,3,3,6318.33,6315.0,6325.0,898,0.009588382894666595,清淡(<1%)
XDCE,大商所,M,M2007,20190925,20190924,21:02,20190925,20190924,21:04,1,3,1,5,5,2773.0,2767.0,0.0,119,0.00010868195276810193,清淡(<1%)
XDCE,大商所,CS,CS2009,20190927,20190926,21:13,20190927,20190926,23:00,1,108,2,2,1,2361.0,2361.0,0.0,17,0.0002472115985865313,清淡(<1%)
XDCE,大商所,JM,JM2009,20190927,20190926,21:04,20190927,20190926,21:12,1,9,2,2,1,1171.0,1171.0,0.0,81,0.0009422768199902282,清淡(<1%)
XDCE,大商所,B,B2005,20190930,20190927,21:03,20190930,20190927,21:03,1,1,1,1,1,3140.0,3137.0,0.0,76,0.0013830000181973686,清淡(<1%)
XDCE,大商所,CS,CS2009,20190930,20190927,21:09,20190930,20190927,22:29,1,81,2,6,1,2349.0,2344.0,0.0,41,0.00047104779411764707,清淡(<1%)
XDCE,大商所,V,V2009,20191008,20191008,09:01,20191008,20191008,09:07,1,7,2,4,1,6295.0,6295.0,6270.0,126,0.002757896119246175,清淡(<1%)
XDCE,大商所,J,J2009,20191010,20191009,21:01,20191010,20191009,21:06,1,6,1,1,1,1774.5,1774.5,0.0,160,0.0009176153471166805,清淡(<1%)
XDCE,大商所,JM,JM2009,20191010,20191009,21:01,20191010,20191009,21:22,1,22,2,3,2,1160.0,1160.0,0.0,196,0.003472037696409275,清淡(<1%)
XDCE,大商所,A,A2009,20191011,20191010,21:09,20191011,20191010,21:09,1,1,1,2,2,3742.0,3736.0,0.0,198,0.0027950705120060983,清淡(<1%)
XDCE,大商所,C,C2007,20191011,20191010,21:01,20191011,20191010,21:01,1,1,1,12,12,1938.0,1936.0,0.0,2941,0.006961243319242003,清淡(<1%)
XDCE,大商所,J,J2009,20191011,20191010,21:01,20191011,20191010,21:02,1,2,1,1,1,1781.0,1780.0,0.0,591,0.003425252981882672,清淡(<1%)
XDCE,大商所,P,P2009,20191011,20191010,21:01,20191011,20191010,21:03,1,3,1,5,5,5130.0,5130.0,0.0,1631,0.005541436764426083,清淡(<1%)
XDCE,大商所,RR,RR2009,20191011,20191011,09:41,20191011,20191011,15:00,1,185,2,25,1,3575.0,3575.0,,25,0.03787878787878788,次要(1-10%)
XDCE,大商所,EB,EB2009,20191014,20191011,21:03,20191014,20191011,21:03,1,1,1,3,3,7696.0,7696.0,0.0,195,0.012267237040764972,次要(1-10%)
XDCE,大商所,EG,EG2009,20191014,20191011,21:24,20191014,20191014,09:07,1,104,1,1,1,4615.0,4615.0,4615.0,289,0.0005797450325479694,清淡(<1%)
XDCE,大商所,J,J2009,20191014,20191011,21:05,20191014,20191011,21:09,1,5,1,1,1,1784.0,1782.0,0.0,384,0.001452300989380049,清淡(<1%)
XDCE,大商所,RR,RR2009,20191014,20191014,10:44,20191014,20191014,15:00,1,137,1,5,5,3575.0,3575.0,,5,0.004995004995004995,清淡(<1%)
XDCE,大商所,RR,RR2009,20191015,20191015,09:38,20191015,20191015,15:00,1,188,1,15,15,3575.0,3575.0,,15,0.02586206896551724,次要(1-10%)
XDCE,大商所,V,V2009,20191015,20191014,21:01,20191015,20191014,21:12,1,12,1,10,10,6270.0,6270.0,6270.0,1170,0.01368261022102678,次要(1-10%)
XDCE,大商所,I,I2007,20191016,20191015,21:01,20191016,20191015,21:07,1,7,2,3,2,551.0,551.0,0.0,279,0.00021520886444541292,清淡(<1%)
XDCE,大商所,J,J2009,20191016,20191015,21:01,20191016,20191015,21:02,1,2,1,1,1,1753.5,1745.5,0.0,347,0.001253889043466949,清淡(<1%)
XDCE,大商所,M,M2007,20191016,20191015,21:01,20191016,20191015,21:07,1,7,2,4,3,2890.0,2890.0,2883.0,124,0.00010723823492783904,清淡(<1%)
XDCE,大商所,RR,RR2009,20191016,20191016,09:44,20191016,20191016,15:00,1,182,1,30,30,3575.0,3575.0,,30,0.04178272980501393,次要(1-10%)
XDCE,大商所,C,C2007,20191017,20191016,21:01,20191017,20191016,21:01,1,1,1,1,1,1946.0,1946.0,0.0,104,0.0003332158533850245,清淡(<1%)
XDCE,大商所,RR,RR2009,20191017,20191017,11:02,20191017,20191017,15:00,1,119,1,40,40,3575.0,3575.0,,40,0.07984031936127745,次要(1-10%)
XDCE,大商所,C,C2007,20191018,20191017,21:06,20191018,20191017,21:17,1,12,1,5,5,1948.0,1948.0,1950.0,190,0.0004290333652473942,清淡(<1%)
XDCE,大商所,CS,CS2009,20191018,20191017,21:01,20191018,20191017,21:03,1,3,2,4,1,2349.0,2343.0,0.0,63,0.000723796831378316,清淡(<1%)
XDCE,大商所,RR,RR2009,20191018,20191018,14:12,20191018,20191018,15:00,1,49,1,3,3,3575.0,3575.0,,3,0.004213483146067416,清淡(<1%)
XDCE,大商所,I,I1910,20191021,20191021,15:00,20191021,20191021,15:00,1,1,1,23,23,803.0,760.0,,23,1.9698425667562518e-05,清淡(<1%)
XDCE,大商所,J,J1910,20191021,20191021,15:00,20191021,20191021,15:00,1,1,1,8,8,1714.0,1670.0,,8,3.45672397626959e-05,清淡(<1%)
XDCE,大商所,C,C2007,20191022,20191021,21:01,20191022,20191021,21:04,1,4,1,3,3,1948.0,1946.0,1946.0,191,0.0005411531378382207,清淡(<1%)
XDCE,大商所,JM,JM2009,20191022,20191021,21:22,20191022,20191021,22:25,1,64,3,5,1,1152.0,1150.0,1149.5,34,0.0006998332750138938,清淡(<1%)
XDCE,大商所,PP,PP2009,20191022,20191021,21:01,20191022,20191021,21:03,1,3,1,2,2,7540.0,7534.0,0.0,1202,0.0027065122918890194,清淡(<1%)
XDCE,大商所,I,I2003,20191023,20191022,21:01,20191023,20191022,21:01,1,1,1,1,1,579.5,579.0,0.0,350,0.0003069060884906709,清淡(<1%)
XDCE,大商所,V,V2009,20191023,20191022,21:01,20191023,20191022,21:01,1,1,1,4,4,6212.5,6210.0,0.0,459,0.009597691535630646,清淡(<1%)
XDCE,大商所,C,C2007,20191024,20191023,21:01,20191024,20191023,21:10,1,10,1,1,1,1937.0,1937.0,1934.0,506,0.0010953258161367902,清淡(<1%)
XDCE,大商所,JD,JD2009,20191024,20191024,09:01,20191024,20191024,09:01,1,1,1,1,1,4342.0,4342.0,4336.0,2155,0.011354595318007704,次要(1-10%)
XDCE,大商所,B,B2005,20191025,20191024,21:01,20191025,20191024,21:01,1,1,1,3,3,3290.67,3287.0,0.0,250,0.0037402752842609216,清淡(<1%)
XDCE,大商所,B,B2009,20191025,20191024,21:44,20191025,20191024,21:46,1,3,1,1,1,3320.0,3320.0,3319.0,33,0.0004937163375224417,清淡(<1%)
XDCE,大商所,J,J2009,20191025,20191024,21:05,20191025,20191024,21:12,1,8,1,5,5,1731.3,1725.5,0.0,202,0.0010627998989813957,清淡(<1%)
XDCE,大商所,JM,JM2009,20191025,20191024,21:16,20191025,20191024,21:48,1,33,1,1,1,1165.0,1165.0,1165.0,34,0.0006217995610826628,清淡(<1%)
XDCE,大商所,B,B2009,20191028,20191025,21:07,20191028,20191025,21:46,1,40,3,5,1,3331.0,3331.0,0.0,45,0.0008505490766817246,清淡(<1%)
XDCE,大商所,EG,EG2009,20191028,20191025,21:06,20191028,20191025,21:15,1,10,1,1,1,4510.0,4503.0,0.0,36,9.169661664955845e-05,清淡(<1%)
XDCE,大商所,EB,EB2009,20191029,20191028,21:06,20191029,20191028,21:16,1,11,4,14,1,7428.0,7424.0,7429.0,346,0.01367534880044267,次要(1-10%)
XDCE,大商所,EG,EG2009,20191029,20191028,22:32,20191029,20191028,22:33,1,2,1,1,1,4523.0,4523.0,4514.0,39,0.00010184549255352764,清淡(<1%)
XDCE,大商所,B,B2009,20191030,20191029,21:54,20191030,20191029,22:53,1,60,2,3,2,3318.0,3318.0,3305.0,5,6.290732492891472e-05,清淡(<1%)
XDCE,大商所,B,B2005,20191031,20191030,21:01,20191031,20191030,21:08,1,8,1,1,1,3271.0,3271.0,3267.0,198,0.0019353136087734218,清淡(<1%)
XDCE,大商所,JM,JM2009,20191031,20191030,21:17,20191031,20191030,21:28,1,12,4,4,1,1152.5,1152.5,1151.0,118,0.0012053484785029163,清淡(<1%)
XDCE,大商所,B,B2009,20191101,20191031,21:04,20191101,20191031,22:13,1,70,1,1,1,3321.0,3321.0,0.0,4,3.929002917284666e-05,清淡(<1%)
XDCE,大商所,C,C1911,20191101,20191031,21:01,20191101,20191031,21:01,1,1,1,100,100,1836.0,1829.0,0.0,470,0.000636418292015794,清淡(<1%)
XDCE,大商所,B,B2005,20191104,20191101,21:21,20191104,20191101,21:22,1,2,1,1,1,3262.0,3261.0,0.0,552,0.0043418413497463325,清淡(<1%)
XDCE,大商所,M,M2007,20191105,20191104,21:01,20191105,20191104,21:10,1,10,1,5,5,2890.0,2890.0,0.0,66,6.384176528284804e-05,清淡(<1%)
XDCE,大商所,RR,RR2009,20191106,20191106,11:02,20191106,20191106,15:00,1,119,2,133,10,3560.0,3560.0,,133,0.13557594291539246,活跃(10-40%)
XDCE,大商所,M,M2007,20191107,20191106,21:01,20191107,20191106,21:02,1,2,1,1,1,2847.0,2847.0,0.0,43,4.0102662816811036e-05,清淡(<1%)
XDCE,大商所,B,B2009,20191108,20191107,21:09,20191108,20191108,15:00,1,337,1,1,1,3269.0,3269.0,,1,1.2203456018744508e-05,清淡(<1%)
XDCE,大商所,J,J2009,20191108,20191107,21:03,20191108,20191107,21:06,1,4,1,1,1,1671.0,1667.0,1667.0,563,0.003275884139600377,清淡(<1%)
XDCE,大商所,B,B2005,20191111,20191108,21:03,20191111,20191108,21:08,1,6,1,1,1,3246.0,3243.0,0.0,517,0.006860403397027601,清淡(<1%)
XDCE,大商所,B,B2009,20191111,20191108,22:56,20191111,20191111,09:07,1,12,1,2,2,3279.0,3278.0,3278.0,23,0.0003052016985138004,清淡(<1%)
XDCE,大商所,CS,CS2009,20191111,20191108,21:01,20191111,20191108,21:03,1,3,1,1,1,2377.0,2375.0,2374.0,69,0.0007247746896073612,清淡(<1%)
XDCE,大商所,B,B2005,20191112,20191111,21:03,20191112,20191111,21:05,1,3,1,3,3,3221.0,3218.0,0.0,481,0.008201892744479496,清淡(<1%)
XDCE,大商所,EG,EG2009,20191112,20191111,21:01,20191112,20191111,22:40,1,100,1,2,2,4449.0,4449.0,0.0,147,0.000410099037522667,清淡(<1%)
XDCE,大商所,J,J2009,20191115,20191114,21:01,20191115,20191114,21:02,1,2,1,1,1,1689.5,1687.0,0.0,787,0.004507652126099707,清淡(<1%)
XDCE,大商所,PP,PP2009,20191115,20191114,21:08,20191115,20191114,21:11,1,4,1,1,1,7485.0,7485.0,0.0,2602,0.005416996294291544,清淡(<1%)
XDCE,大商所,CS,CS2009,20191119,20191118,21:29,20191119,20191118,21:40,1,12,3,7,3,2358.0,2357.0,2360.0,43,0.0007413793103448275,清淡(<1%)
XDCE,大商所,PP,PP2009,20191119,20191118,21:01,20191119,20191118,21:01,1,1,1,1,1,7416.0,7409.0,0.0,2636,0.007765274259117422,清淡(<1%)
XDCE,大商所,V,V2009,20191119,20191118,21:01,20191119,20191118,21:02,1,2,1,40,40,6245.0,6245.0,0.0,2179,0.024269087264019603,次要(1-10%)
XDCE,大商所,B,B2009,20191120,20191119,21:50,20191120,20191120,14:10,1,246,4,6,1,3258.0,3250.0,3253.0,11,0.0002100960712034685,清淡(<1%)
XDCE,大商所,C,C2007,20191120,20191119,21:14,20191120,20191119,21:18,1,5,2,77,10,1963.0,1963.0,0.0,375,0.0009854003090215369,清淡(<1%)
XDCE,大商所,B,B2005,20191121,20191120,21:01,20191121,20191120,21:02,1,2,2,2,1,3211.0,3211.0,0.0,248,0.004199546178074305,清淡(<1%)
XDCE,大商所,PP,PP2009,20191121,20191120,21:01,20191121,20191120,21:03,1,3,3,27,2,7381.0,7377.0,0.0,2490,0.008651330532942807,清淡(<1%)
XDCE,大商所,M,M2007,20191122,20191121,21:01,20191122,20191121,21:09,1,9,1,5,5,2784.0,2783.0,0.0,82,0.00011178241144651893,清淡(<1%)
XDCE,大商所,B,B2009,20191125,20191125,09:33,20191125,20191125,13:37,1,110,1,1,1,3252.0,3252.0,3267.0,13,0.00018700730767017666,清淡(<1%)
XDCE,大商所,A,A2009,20191126,20191125,21:01,20191126,20191125,21:03,1,3,1,2,2,3768.0,3768.0,0.0,967,0.013352480634070229,次要(1-10%)
XDCE,大商所,B,B2009,20191126,20191126,11:27,20191126,20191126,14:34,1,68,3,3,1,3267.0,3267.0,3236.0,11,0.0001907834261234542,清淡(<1%)
XDCE,大商所,B,B2005,20191127,20191126,21:01,20191127,20191126,21:05,1,5,2,2,1,3185.0,3185.0,0.0,513,0.008436667434134789,清淡(<1%)
XDCE,大商所,I,I2007,20191127,20191126,21:02,20191127,20191126,21:04,1,3,1,1,1,589.0,589.0,0.0,158,0.00014952082361369118,清淡(<1%)
XDCE,大商所,EB,EB2009,20191129,20191128,21:08,20191129,20191128,21:14,1,7,1,1,1,7182.0,7160.0,7167.0,276,0.0040595399188092015,清淡(<1%)
XDCE,大商所,RR,RR2005,20191129,20191128,21:05,20191129,20191128,21:05,1,1,1,10,10,3500.0,3497.0,0.0,158,0.24572317262830481,活跃(10-40%)
XDCE,大商所,B,B2009,20191203,20191202,21:07,20191203,20191202,21:11,1,5,1,1,1,3202.0,3202.0,0.0,134,0.0011653592611274416,清淡(<1%)
XDCE,大商所,C,C2007,20191203,20191202,21:01,20191203,20191202,21:01,1,1,1,2,2,1923.0,1923.0,1923.0,321,0.0006343271784494751,清淡(<1%)
XDCE,大商所,CS,CS2009,20191203,20191202,21:01,20191203,20191202,21:04,1,4,1,2,2,2316.5,2316.0,0.0,152,0.0015664935279083188,清淡(<1%)
XDCE,大商所,M,M2007,20191205,20191204,21:01,20191205,20191204,21:06,1,6,1,1,1,2760.0,2756.0,0.0,112,5.6400130727445865e-05,清淡(<1%)
XDCE,大商所,J,J2009,20191209,20191206,21:01,20191209,20191206,21:02,1,2,1,2,2,1774.25,1769.5,0.0,2263,0.007460644523201187,清淡(<1%)
XDCE,大商所,B,B2003,20191211,20191210,21:07,20191211,20191210,21:20,1,14,1,1,1,3191.0,3191.0,3185.0,1606,0.029304430333552296,次要(1-10%)
XDCE,大商所,C,C2007,20191212,20191211,21:01,20191212,20191211,21:13,1,13,1,4,4,1932.0,1932.0,0.0,440,0.0015268288112596684,清淡(<1%)
XDCE,大商所,I,I2007,20191212,20191211,21:03,20191212,20191211,21:10,1,8,1,1,1,635.5,635.5,0.0,312,0.00031316497370217206,清淡(<1%)
XDCE,大商所,M,M2007,20191212,20191211,21:01,20191212,20191211,21:14,1,14,1,1,1,2805.0,2801.0,0.0,31,2.759256638459943e-05,清淡(<1%)
XDCE,大商所,B,B2009,20191213,20191212,21:06,20191213,20191212,21:43,1,38,4,6,1,3249.0,3249.0,0.0,49,0.0008050603795284647,清淡(<1%)
XDCE,大商所,I,I2007,20191213,20191212,21:01,20191213,20191212,21:02,1,2,1,2,2,629.5,629.5,0.0,116,0.00010515361492746214,清淡(<1%)
XDCE,大商所,M,M2007,20191213,20191212,21:01,20191213,20191212,22:08,1,68,1,5,5,2799.0,2799.0,0.0,111,6.049560616597378e-05,清淡(<1%)
XDCE,大商所,B,B2009,20191216,20191213,21:43,20191216,20191216,09:56,1,134,13,26,1,3234.0,3223.0,3249.0,91,0.001533587245946948,清淡(<1%)
XDCE,大商所,B,B2009,20191217,20191216,21:03,20191217,20191216,21:03,1,1,1,1,1,3263.0,3263.0,0.0,68,0.0012027947289289821,清淡(<1%)
XDCE,大商所,M,M2007,20191217,20191216,21:01,20191217,20191216,21:34,1,34,2,2,1,2783.0,2781.0,0.0,74,8.433682761324499e-05,清淡(<1%)
XDCE,大商所,M,M2011,20191217,20191216,21:11,20191217,20191216,21:11,1,1,1,2,2,2817.0,2808.0,0.0,484,0.0005516084400650077,清淡(<1%)
XDCE,大商所,JM,JM2009,20191218,20191217,21:03,20191218,20191217,21:05,1,3,1,2,2,1143.5,1142.5,1145.0,307,0.0064847281483672,清淡(<1%)
XDCE,大商所,M,M2007,20191218,20191217,21:01,20191218,20191217,21:01,1,1,1,10,10,2778.0,2778.0,0.0,32,3.267803658101957e-05,清淡(<1%)
XDCE,大商所,M,M2007,20191219,20191218,21:05,20191219,20191218,21:10,1,6,2,11,10,2789.0,2787.0,2786.0,99,8.843668067658528e-05,清淡(<1%)
XDCE,大商所,M,M2007,20191220,20191219,21:01,20191220,20191219,21:03,1,3,2,3,1,2768.0,2765.0,0.0,420,0.0004474501732271385,清淡(<1%)
XDCE,大商所,B,B2009,20191223,20191223,09:10,20191223,20191223,09:28,1,19,2,14,4,3281.0,3281.0,0.0,46,0.0011458463071366298,清淡(<1%)
XDCE,大商所,M,M2007,20191225,20191224,21:02,20191225,20191224,21:25,1,24,1,1,1,2776.0,2774.0,2774.0,40,5.448032579234824e-05,清淡(<1%)
XDCE,大商所,M,M2007,20191226,20191225,22:31,20191226,20191225,22:34,1,4,1,1,1,2770.0,2770.0,0.0,265,0.00031862565333288444,清淡(<1%)
XDCE,大商所,M,M2007,20191230,20191227,21:01,20191230,20191227,21:15,1,15,1,10,10,2761.6,2760.0,2766.0,279,0.0001498604525248532,清淡(<1%)
XDCE,大商所,EG,EG2001,20200102,20200102,09:05,20200102,20200102,09:06,1,2,1,5,5,4799.0,4773.0,0.0,1015,0.006183594892289697,清淡(<1%)
XDCE,大商所,I,I2007,20200103,20200102,21:01,20200103,20200102,21:03,1,3,1,2,2,630.0,630.0,0.0,135,0.00020103256280778458,清淡(<1%)
XDCE,大商所,Y,Y2001,20200103,20200102,21:26,20200103,20200103,15:00,1,320,3,1128,35,6824.0,6724.0,,1128,0.0016492120187787936,清淡(<1%)
XDCE,大商所,B,B2007,20200107,20200106,22:28,20200107,20200107,14:35,1,233,1,1,1,3281.0,3281.0,3280.0,2,4.186991018904265e-05,清淡(<1%)
XDCE,大商所,EB,EB2009,20200108,20200107,21:04,20200108,20200107,21:05,1,2,1,1,1,7321.0,7321.0,0.0,870,0.011829170462425388,次要(1-10%)
XDCE,大商所,I,I2007,20200113,20200110,21:01,20200113,20200110,21:12,1,12,2,11,4,636.0,636.0,0.0,288,0.0004382887866553239,清淡(<1%)
XDCE,大商所,M,M2007,20200114,20200113,21:01,20200114,20200113,21:19,1,19,1,5,5,2688.0,2688.0,2690.0,425,0.0003681448186432001,清淡(<1%)
XDCE,大商所,A,A2101,20200116,20200115,21:01,20200116,20200115,21:02,1,2,1,1,1,3907.0,3860.0,0.0,241,0.0018680143240268497,清淡(<1%)
XDCE,大商所,M,M2007,20200116,20200115,21:01,20200116,20200115,21:05,1,5,1,1,1,2723.0,2723.0,2719.0,476,0.00042754196602837766,清淡(<1%)
XDCE,大商所,M,M2011,20200116,20200115,21:01,20200116,20200115,21:04,1,4,1,2,2,2807.0,2807.0,0.0,89,7.993956927841515e-05,清淡(<1%)
XDCE,大商所,Y,Y2101,20200116,20200115,21:01,20200116,20200115,21:01,1,1,1,102,102,6644.0,6644.0,6608.0,813,0.0012104428612903946,清淡(<1%)
XDCE,大商所,L,L2101,20200117,20200116,21:02,20200117,20200116,21:03,1,2,1,1,1,7390.0,7390.0,0.0,248,0.0016805583790743376,清淡(<1%)
XDCE,大商所,Y,Y2101,20200117,20200116,21:01,20200117,20200116,21:04,1,4,1,1,1,6530.0,6508.0,6530.0,245,0.0007499693890045305,清淡(<1%)
XDCE,大商所,RR,RR2009,20200120,20200120,14:15,20200120,20200120,15:00,1,46,1,2,2,3381.0,3334.0,,2,0.0016680567139282735,清淡(<1%)
XDCE,大商所,V,V2101,20200121,20200120,21:09,20200121,20200120,21:25,1,17,1,4,4,6355.0,6355.0,6360.0,261,0.0024858800110483556,清淡(<1%)
XDCE,大商所,CS,CS2101,20200122,20200122,10:03,20200122,20200122,15:00,1,163,2,5,1,2379.0,2379.0,,5,5.637932006540001e-05,清淡(<1%)
XDCE,大商所,J,J2101,20200122,20200121,21:38,20200122,20200121,21:38,1,1,1,1,1,1790.0,1790.0,0.0,296,0.0018695484661491724,清淡(<1%)
XDCE,大商所,V,V2009,20200122,20200121,21:01,20200122,20200121,21:02,1,2,1,10,10,6440.0,6440.0,0.0,6477,0.05621224744844824,次要(1-10%)
XDCE,大商所,Y,Y2101,20200122,20200121,21:10,20200122,20200121,21:13,1,4,1,2,2,6430.0,6418.0,0.0,111,0.000237829962290024,清淡(<1%)
XDCE,大商所,V,V2101,20200204,20200204,09:04,20200204,20200204,09:04,1,1,1,8,8,6145.0,6145.0,6125.0,221,0.001445918714506294,清淡(<1%)
XDCE,大商所,JM,JM2101,20200205,20200205,09:03,20200205,20200205,09:04,1,2,1,1,1,1133.0,1133.0,0.0,10,0.0002188375350140056,清淡(<1%)
XDCE,大商所,CS,CS2101,20200206,20200206,13:33,20200206,20200206,15:00,1,88,1,1,1,2370.0,2361.0,,1,2.9577048210588582e-05,清淡(<1%)
XDCE,大商所,CS,CS2101,20200207,20200207,09:03,20200207,20200207,09:06,1,4,1,1,1,2376.0,2361.0,2373.0,6,0.00013523260007212407,清淡(<1%)
XDCE,大商所,I,I2007,20200207,20200207,09:01,20200207,20200207,09:02,1,2,1,3,3,589.0,589.0,0.0,4235,0.006318943251860993,清淡(<1%)
XDCE,大商所,V,V2101,20200207,20200207,09:01,20200207,20200207,09:01,1,1,1,10,10,6246.0,6245.0,0.0,731,0.013675053783556263,次要(1-10%)
XDCE,大商所,JM,JM2101,20200210,20200210,09:19,20200210,20200210,09:19,1,1,1,1,1,1170.0,1170.0,0.0,28,0.0005942401154523653,清淡(<1%)
XDCE,大商所,JM,JM2101,20200211,20200211,09:27,20200211,20200211,11:28,1,107,2,7,6,1169.33,1156.0,0.0,19,0.0002271640363462458,清淡(<1%)
XDCE,大商所,M,M2011,20200211,20200211,09:01,20200211,20200211,09:04,1,4,1,20,20,2771.0,2767.0,0.0,5756,0.007552200188411387,清淡(<1%)
XDCE,大商所,JM,JM2101,20200212,20200212,09:01,20200212,20200212,09:23,1,23,1,1,1,1174.0,1174.0,0.0,19,0.0002563825767798348,清淡(<1%)
XDCE,大商所,B,B2007,20200219,20200219,09:05,20200219,20200219,09:10,1,6,1,1,1,3091.0,3091.0,0.0,1125,0.02234004527582509,次要(1-10%)
XDCE,大商所,C,C2011,20200220,20200220,09:01,20200220,20200220,09:01,1,1,1,1,1,1977.0,1976.0,1975.0,383,0.0013671833167938658,清淡(<1%)
XDCE,大商所,C,C2011,20200221,20200221,09:01,20200221,20200221,09:01,1,1,1,1,1,1972.0,1971.0,0.0,1326,0.005019685039370079,清淡(<1%)
XDCE,大商所,EG,EG2101,20200221,20200221,09:07,20200221,20200221,09:08,1,2,2,2,1,4621.0,4613.0,4610.0,49,0.0002281414849682697,清淡(<1%)
XDCE,大商所,JM,JM2101,20200305,20200305,14:33,20200305,20200305,15:00,1,28,1,1,1,1192.5,1192.5,,1,1.7255362103773747e-05,清淡(<1%)
XDCE,大商所,M,M2003,20200305,20200305,13:32,20200305,20200305,13:38,1,7,1,20,20,2730.0,2730.0,2697.0,60,5.6568498323215426e-05,清淡(<1%)
XDCE,大商所,JM,JM2101,20200306,20200306,14:22,20200306,20200306,14:22,1,1,1,2,2,1197.5,1190.0,0.0,37,0.00044221345763117005,清淡(<1%)
XDCE,大商所,M,M2003,20200309,20200309,11:22,20200309,20200309,15:00,1,99,1,50,50,2690.0,2690.0,,50,2.4373372772700263e-05,清淡(<1%)
XDCE,大商所,J,J2101,20200312,20200312,09:04,20200312,20200312,09:05,1,2,1,1,1,1787.5,1787.5,0.0,190,0.0015159251930809982,清淡(<1%)
XDCE,大商所,B,B2101,20200326,20200326,09:27,20200326,20200326,09:28,1,2,1,1,1,3270.0,3270.0,3230.0,8,0.00012689147606509532,清淡(<1%)
XDCE,大商所,I,I2011,20200326,20200326,09:05,20200326,20200326,09:06,1,2,1,1,1,582.0,582.0,0.0,115,8.825285440427789e-05,清淡(<1%)
XDCE,大商所,J,J2101,20200326,20200326,09:01,20200326,20200326,09:07,1,7,3,8,1,1728.0,1728.0,0.0,268,0.0025034094942739176,清淡(<1%)
XDCE,大商所,JD,JD2003,20200326,20200326,15:00,20200326,20200326,15:00,1,1,1,5,5,2794.0,2780.0,,5,7.99982080401399e-06,清淡(<1%)
XDCE,大商所,M,M2103,20200327,20200327,09:01,20200327,20200327,09:01,1,1,1,1,1,2876.0,2854.0,2854.0,77,3.451821979229894e-05,清淡(<1%)
XDCE,大商所,M,M2103,20200331,20200331,09:04,20200331,20200331,09:48,1,45,4,5,1,2907.0,2907.0,2874.0,64,3.708281113202814e-05,清淡(<1%)
XDCE,大商所,B,B2007,20200401,20200401,09:01,20200401,20200401,09:01,1,1,1,1,1,3199.0,3192.0,0.0,1931,0.02511347231795659,次要(1-10%)
XDCE,大商所,I,I2103,20200402,20200402,09:01,20200402,20200402,09:01,1,1,1,1,1,515.0,515.0,0.0,153,8.22869091746139e-05,清淡(<1%)
XDCE,大商所,M,M2103,20200407,20200407,09:05,20200407,20200407,09:08,1,4,2,3,2,2817.0,2800.0,2821.0,38,2.983452828470305e-05,清淡(<1%)
XDCE,大商所,C,C2103,20200408,20200408,09:01,20200408,20200408,09:01,1,1,1,1,1,2079.0,2078.0,0.0,1575,0.0036580097639828876,清淡(<1%)
XDCE,大商所,I,I2004,20200415,20200415,15:00,20200415,20200415,15:00,1,1,1,15,15,669.5,633.0,,15,1.4800766877067791e-05,清淡(<1%)
XDCE,大商所,JM,JM2101,20200416,20200416,09:01,20200416,20200416,09:05,1,5,1,5,5,1082.0,1082.0,0.0,62,0.001123636231831527,清淡(<1%)
XDCE,大商所,B,B2011,20200417,20200417,09:26,20200417,20200417,15:00,1,200,3,12,1,3081.0,3081.0,,12,0.000343308348114665,清淡(<1%)
XDCE,大商所,B,B2011,20200420,20200420,09:57,20200420,20200420,14:10,1,119,3,13,10,3081.0,3081.0,3075.0,14,0.00033877797943133694,清淡(<1%)
XDCE,大商所,B,B2011,20200421,20200421,10:14,20200421,20200421,14:23,1,115,2,2,1,3075.0,3075.0,3042.0,5,9.297482241808918e-05,清淡(<1%)
XDCE,大商所,M,M2103,20200424,20200424,09:10,20200424,20200424,09:14,1,5,1,1,1,2779.0,2779.0,2779.0,127,0.0001662281907304878,清淡(<1%)
XDCE,大商所,C,C2103,20200429,20200429,09:01,20200429,20200429,09:04,1,4,1,1,1,2129.0,2126.0,0.0,965,0.0035214608406256157,清淡(<1%)
